;Unnamed: 0;dossier;arrondissement;adresse;lieu;libelle_type_objet;dima;dimb;dosred;Coordonnées;surface;libelle;nom
5187;13858;703 466 002 002;75018;2 RUE EUGENE SUE;A;TERRASSE OUVERTE;0.6;6.35;SARL PICCOLO ROSSO  (RESTAURANT);48.890784, 2.34584;3.81;RESTAURANT;SARL PICCOLO ROSSO  
5188;13859;703 466 007 002;75018;7 RUE EUGENE SUE;A;TERRASSE OUVERTE;0.6;3.55;SARL PICCOLO ROSSO 	TRATTORIA PULCINELLA (RESTAURANT);48.891032, 2.346256;2.13;RESTAURANT;SARL PICCOLO ROSSO 	TRATTORIA PULCINELLA 
5189;13861;703 804 012 002;75018;2 RUE CYRANO DE BERGERAC;B;TERRASSE OUVERTE;0.6;3.5;SARL NOVOREST  (BAR RESTAURANT);48.890314, 2.342137;2.1;BAR RESTAURANT;SARL NOVOREST  
5190;13865;704 900 019 002;75018;;A;;0.6;0.89;SARL LBPR LE BON PLAN RESTAURATION (RESTAURANT);;0.534;RESTAURANT;SARL LBPR LE BON PLAN RESTAURATION 
5191;13867;705 209 008 004;75018;8 RUE LAMARCK;A;TERRASSE OUVERTE;0.6;3.0;SARL FGMN  (RESTAURANT);48.88676, 2.344455;1.8;RESTAURANT;SARL FGMN  
5192;13868;705 209 037 003;75018;37 RUE LAMARCK;A;TERRASSE OUVERTE;0.6;6.95;SARL LE COMPTOIR DES BELETTES  (RESTAURANT);48.889293, 2.341552;4.17;RESTAURANT;SARL LE COMPTOIR DES BELETTES  
5193;13869;705 564 001 004;75018;1 RUE LETORT;A;TERRASSE OUVERTE;1.15;6.9;SARL DJENHIA  (RESTAURANT);48.893674, 2.342913;7.935;RESTAURANT;SARL DJENHIA  
5194;13871;705 564 037 003;75018;37 RUE LETORT;A;TERRASSE OUVERTE;1.15;4.7;SARL ADJAOUD KAMAL  (BAR RESTAURANT);48.895618, 2.343285;5.405;BAR RESTAURANT;SARL ADJAOUD KAMAL  
5195;13872;705 564 037 003;75018;83 RUE CHAMPIONNET;B;TERRASSE OUVERTE;0.8;4.0;SARL ADJAOUD KAMAL  (BAR RESTAURANT);48.895768, 2.343201;3.2;BAR RESTAURANT;SARL ADJAOUD KAMAL  
5196;13879;706 391 030 002;75018;30 PASSAGE DU MONT CENIS;A;TERRASSE OUVERTE;0.6;6.3;M LEGATI  (BAR RESTAURANT);48.897347, 2.345205;3.78;BAR RESTAURANT;M LEGATI  
5197;13880;706 392 009 002;75018;9 RUE DU MONT CENIS;A;TERRASSE OUVERTE;0.9;5.9;MME FABLE  (RESTAURANT);48.887095, 2.340889;5.31;RESTAURANT;MME FABLE  
5198;13888;706 845 064 003;75018;64 RUE ORDENER;A;TERRASSE OUVERTE;1.2;2.4;MME ADALA  (RESTAURANT);48.892114, 2.347141;2.88;RESTAURANT;MME ADALA  
5199;13891;706 868 002 003;75018;44 RUE ORDENER;B;TERRASSE FERMEE;1.3;7.3;SARL KF  (BAR RESTAURANT);48.891591, 2.349974;9.49;BAR RESTAURANT;SARL KF  
5200;13894;706 868 031 002;75018;31 BOULEVARD ORNANO;A;TERRASSE OUVERTE;0.6;1.6;SARL SARL ANKARA  (RESTAURATION RAPIDE - SNACK);48.894146, 2.347293;0.96;RESTAURATION RAPIDE - SNACK;SARL SARL ANKARA  
5201;13895;706 868 031 002;75018;31 BOULEVARD ORNANO;A;TERRASSE OUVERTE;0.6;2.6;SARL SARL ANKARA  (RESTAURATION RAPIDE - SNACK);48.894146, 2.347293;1.56;RESTAURATION RAPIDE - SNACK;SARL SARL ANKARA  
5202;13897;706 868 041 006;75018;41 BOULEVARD ORNANO;A;ETALAGE;1.0;1.1;SARL M&M'S  (RESTAURATION RAPIDE - SNACK);48.894997, 2.346588;1.1;RESTAURATION RAPIDE - SNACK;SARL M&M'S  
5203;13921;783 937 185 002;75020;Pan coupé 185 AVENUE GAMBETTA / 54 RUE HAXO;A;TERRASSE OUVERTE;0.9;10.4;SARL BRASSERIE SEHRINE SMAIL  (BAR RESTAURANT);48.872044, 2.404458;9.36;BAR RESTAURANT;SARL BRASSERIE SEHRINE SMAIL  
5204;13924;786 808 005 002;75020;5 PLACE OCTAVE CHANUTE;A;TERRASSE OUVERTE;0.7;4.7;SARL AMUS  (RESTAURATION RAPIDE - SNACK);48.866377, 2.406207;3.29;RESTAURATION RAPIDE - SNACK;SARL AMUS  
5205;13925;787 890 030 002;75020;30 RUE DE LA PY;A;TERRASSE OUVERTE;1.2;3.0;_OU FINA  (RESTAURANT);48.865025, 2.405196;3.6;RESTAURANT;_OU FINA  
5206;13939;793 937 030 004;75020;30 AVENUE GAMBETTA;A;TERRASSE FERMEE;1.3;5.4;EURL SARAH  (RESTAURANT);48.86488, 2.396548;7.02;RESTAURANT;EURL SARAH  
5207;13944;688 941 113 004;75017;113 AVENUE DE SAINT OUEN;A;TERRASSE OUVERTE;1.5;10.3;SARL KOSKA  (RESTAURATION RAPIDE - SNACK);48.894781, 2.327853;15.45;RESTAURATION RAPIDE - SNACK;SARL KOSKA  
5208;13945;688 941 119 004;75017;119 AVENUE DE SAINT OUEN;A;TERRASSE OUVERTE;1.6;6.1;M NADJI  (BAR RESTAURANT);48.895231, 2.328004;9.76;BAR RESTAURANT;M NADJI  
5209;13946;688 941 137 005;75017;137 AVENUE DE SAINT OUEN;A;TERRASSE OUVERTE;1.1;4.0;SARL DIYAR  (RESTAURATION RAPIDE - SNACK);48.896496, 2.328431;4.4;RESTAURATION RAPIDE - SNACK;SARL DIYAR  
5210;13950;691 606 048 002;75018;48 RUE CAULAINCOURT;A;PLANCHER MOBILE;1.2;6.31;SAS LE SIX RV (RESTAURANT);48.889011, 2.334745;7.572;RESTAURANT;SAS LE SIX RV 
5211;13951;691 606 048 002;75018;48 RUE CAULAINCOURT;A;TERRASSE OUVERTE;1.2;6.31;SAS LE SIX RV (RESTAURANT);48.889011, 2.334745;7.572;RESTAURANT;SAS LE SIX RV 
5212;13954;691 606 101 003;75018;Pan coupé 101 RUE CAULAINCOURT / RUE PIERRE DAC;A;TERRASSE OUVERTE;1.8;3.05;SARL CHEZ GINETTE PROPRIO-MONTIEL Etienne Christophe (RESTAURANT);48.889724, 2.338737;5.49;RESTAURANT;SARL CHEZ GINETTE PROPRIO-MONTIEL Etienne Christophe 
5213;13955;691 727 099 003;75018;99 RUE CHAMPIONNET;A;TERRASSE OUVERTE;0.8;8.8;SARL LE BRETAGNE  (BAR RESTAURANT);48.895698, 2.341065;7.04;BAR RESTAURANT;SARL LE BRETAGNE  
5214;13959;692 113 022 002;75018;22 BOULEVARD DE CLICHY;A;TERRASSE OUVERTE;0.9;14.6;SARL   ATHENA CAFE  	LE PIGALLE (RESTAURANT);48.882584, 2.337439;13.14;RESTAURANT;SARL   ATHENA CAFE  	LE PIGALLE 
5215;13963;692 113 096 003;75018;96 BOULEVARD DE CLICHY;A;TERRASSE FERMEE;1.1;7.15;SARL VOILE AU VENT  (RESTAURANT);48.884207, 2.331789;7.865;RESTAURANT;SARL VOILE AU VENT  
5216;13966;696 683 150 002;75018;150 BOULEVARD NEY;A;TERRASSE OUVERTE;2.15;6.0;SARL CAN  (RESTAURATION RAPIDE - SNACK);48.897961, 2.336199;12.9;RESTAURATION RAPIDE - SNACK;SARL CAN  
5217;13967;696 683 153 002;75018;Pan coupé  153 BOULEVARD NEY / RUE VAUVENARGUES;A;TERRASSE OUVERTE;1.0;1.8;SARL KABYLIA  (BAR RESTAURANT);48.897449, 2.329672;1.8;BAR RESTAURANT;SARL KABYLIA  
5218;13971;696 845 145 004;75018;145 RUE ORDENER;A;TERRASSE FERMEE;1.2;9.8;SARL YAGIU  (RESTAURANT);48.893142, 2.339178;11.76;RESTAURANT;SARL YAGIU  
5219;13972;696 845 184 003;75018;184 RUE ORDENER;A;TERRASSE OUVERTE;1.0;2.5;SARL ASIA GOURMET  (RESTAURANT);48.894132, 2.333456;2.5;RESTAURANT;SARL ASIA GOURMET  
5220;13973;696 845 186 004;75018;186 RUE ORDENER;A;TERRASSE OUVERTE;1.0;3.75;SARL LA TAVERNE DU KB  (RESTAURANT);48.894154, 2.333295;3.75;RESTAURANT;SARL LA TAVERNE DU KB  
5221;13976;638 405 013 004;75016;13 RUE DES SABLONS;A;TERRASSE OUVERTE;0.8;7.2;SARL AM.EN  (RESTAURANT);48.865989, 2.283758;5.76;RESTAURANT;SARL AM.EN  
5222;13977;639 761 090 002;75016;90 AVENUE VICTOR HUGO;A;CONTRE TERRASSE;2.1;7.7;SAS STARBUCKS COFFEE FRANCE  (RESTAURANT);48.869195, 2.283926;16.17;RESTAURANT;SAS STARBUCKS COFFEE FRANCE  
5223;13979;639 761 110 003;75016;110 AVENUE VICTOR HUGO;A;TERRASSE OUVERTE;1.0;5.02;SARL SUB VH  (RESTAURANT);48.868489, 2.282233;5.02;RESTAURANT;SARL SUB VH  
5224;13987;640 541 002 002;75016;2 RUE AUGUSTE VACQUERIE;A;TERRASSE FERMEE;0.8;8.8;SARL LE NEWTON  (RESTAURANT);48.870964, 2.296345;7.04;RESTAURANT;SARL LE NEWTON  
5225;13991;641 682 001 003;75016;1 RUE DE CHAILLOT;A;TERRASSE FERMEE;1.82;6.1;SARL CAFE VALENTIN THERIZOLS ED. RELAIS DE CHAILL (RESTAURANT);48.865726, 2.295544;11.102;RESTAURANT;SARL CAFE VALENTIN THERIZOLS ED. RELAIS DE CHAILL 
5226;13996;643 927 021 002;75016;21 RUE GALILEE;A;TERRASSE FERMEE;0.8;5.5;SARL HECTOR  (RESTAURANT);48.868807, 2.293902;4.4;RESTAURANT;SARL HECTOR  
5227;13997;643 927 044 002;75016;44 RUE GALILEE;A;TERRASSE OUVERTE;0.7;4.2;MME YIU  (RESTAURANT);48.870305, 2.296881;2.94;RESTAURANT;MME YIU  
5228;13998;643 927 046 004;75016;56 RUE GALILEE;A;TERRASSE FERMEE;0.85;4.75;M BAYLE  (RESTAURANT);48.868965, 2.294169;4.0375;RESTAURANT;M BAYLE  
5229;14001;28 809 038 002;75001;38 RUE SAINT DENIS;A;TERRASSE OUVERTE;4.6;8.15;SARL THOMAS L'ENTRECOTE DES HALLES (RESTAURANT);48.860331, 2.348449;37.49;RESTAURANT;SARL THOMAS L'ENTRECOTE DES HALLES 
5230;14008;28 809 119 002;75001;119 RUE SAINT DENIS;A;TERRASSE OUVERTE;3.5;4.3;SARL 119 RUE SAINT DENIS  (RESTAURATION RAPIDE - SNACK);48.862915, 2.349587;15.05;RESTAURATION RAPIDE - SNACK;SARL 119 RUE SAINT DENIS  
5231;14010;28 860 040 005;75001;40 RUE SAINT HONORE;A;TERRASSE OUVERTE;0.8;8.4;SARL GRANIER FRERES  (BAR RESTAURANT);48.861179, 2.344642;6.72;BAR RESTAURANT;SARL GRANIER FRERES  
5232;14011;28 860 089 002;75001;89 RUE SAINT HONORE;A;TERRASSE OUVERTE;1.7;3.5;SARL DA VINCENZA  (RESTAURANT);48.861222, 2.343434;5.95;RESTAURANT;SARL DA VINCENZA  
5233;14012;28 860 109 002;75001;109 RUE SAINT HONORE;A;TERRASSE OUVERTE;1.1;7.0;M DE RIDDER  (RESTAURANT);48.861349, 2.342671;7.7;RESTAURANT;M DE RIDDER  
5234;14014;28 860 144 004;75001;144 RUE SAINT HONORE;A;TERRASSE OUVERTE;1.6;4.0;SAS NTT FOOD  (RESTAURATION RAPIDE - SNACK);48.861927, 2.340519;6.4;RESTAURATION RAPIDE - SNACK;SAS NTT FOOD  
5235;14015;28 860 166 002;75001;166 RUE SAINT HONORE;A;TERRASSE OUVERTE;0.6;4.67;SARL HONORE 166  (BAR RESTAURANT);48.862227, 2.339459;2.802;BAR RESTAURANT;SARL HONORE 166  
5236;14017;33 114 003 004;75001;3 RUE DE L ECHELLE;A;TERRASSE FERMEE;1.6;5.8;SARL LE MEDOVA  (RESTAURANT);48.863603, 2.333896;9.28;RESTAURANT;SARL LE MEDOVA  
5237;14026;37 893 015 003;75001;Pan coupé 15 RUE DES PYRAMIDES / 8 PASSAGE SAINT ROCH;A;TERRASSE FERMEE;2.78;6.36;SAS CAMY  (BAR RESTAURANT);48.865333, 2.333001;17.6808;BAR RESTAURANT;SAS CAMY  
5238;14027;37 893 015 003;75001;8 PASSAGE SAINT ROCH;B;TERRASSE FERMEE;1.55;5.71;SAS CAMY  (BAR RESTAURANT);48.865333, 2.333001;8.8505;BAR RESTAURANT;SAS CAMY  
5239;14029;38 860 159 002;75001;159 RUE SAINT HONORE;A;TERRASSE OUVERTE;0.9;4.25;SA CAFE RUC  (RESTAURANT);48.863258, 2.335191;3.825;RESTAURANT;SA CAFE RUC  
5240;14031;38 860 165 002;75001;165 RUE SAINT HONORE;A;COMMERCE ACCESSOIRE;0.9;2.1;SARL VENT & MAREE  (BAR RESTAURANT);48.863521, 2.33466;1.89;BAR RESTAURANT;SARL VENT & MAREE  
5241;14032;38 860 165 002;75001;165 RUE SAINT HONORE;A;TERRASSE OUVERTE;0.9;6.4;SARL VENT & MAREE  (BAR RESTAURANT);48.863521, 2.33466;5.76;BAR RESTAURANT;SARL VENT & MAREE  
5242;14033;38 860 194 002;75001;194 RUE SAINT HONORE;A;COMMERCE ACCESSOIRE;1.0;1.9;SARL CAFE SAINT-HONORE  (BAR RESTAURANT);48.86255, 2.338004;1.9;BAR RESTAURANT;SARL CAFE SAINT-HONORE  
5243;14034;38 860 194 002;75001;194 RUE SAINT HONORE;A;TERRASSE OUVERTE;1.0;5.7;SARL CAFE SAINT-HONORE  (BAR RESTAURANT);48.86255, 2.338004;5.7;BAR RESTAURANT;SARL CAFE SAINT-HONORE  
5244;14036;38 860 202 002;75001;202 RUE SAINT HONORE;A;COMMERCE ACCESSOIRE;2.0;1.0;SARL LE RAGUENEAU  (BAR RESTAURANT);48.862655, 2.337607;2.0;BAR RESTAURANT;SARL LE RAGUENEAU  
5245;14037;38 963 020 003;75001;20 RUE SAINT ROCH;A;TERRASSE OUVERTE;1.05;2.6;M WOLFER  (RESTAURANT);48.865434, 2.33237;2.73;RESTAURANT;M WOLFER  
5246;14040;45 957 034 003;75001;34 PLACE DU MARCHE SAINT HONORE;A;TERRASSE OUVERTE;3.0;6.5;SARL LE PAIN ET LE VIN  (RESTAURANT);48.866997, 2.33236;19.5;RESTAURANT;SARL LE PAIN ET LE VIN  
5247;14041;45 957 035 002;75001;35 PLACE DU MARCHE SAINT HONORE;A;TERRASSE OUVERTE;2.0;14.25;SA SAINT-HONORE RESTAURATION  (RESTAURANT);48.867497, 2.331973;28.5;RESTAURANT;SA SAINT-HONORE RESTAURATION  
5248;14043;46 356 007 002;75001;7 RUE DE MONDOVI;A;TERRASSE OUVERTE;1.0;3.0;M LASCAUD  (RESTAURANT);48.866961, 2.324535;3.0;RESTAURANT;M LASCAUD  
5249;14046;51 516 001 003;75002;1 BOULEVARD DES CAPUCINES;A;TERRASSE OUVERTE;1.0;11.0;SA C/O GROUPE FLO SCE COMPTABILITE FOURNISSEURS (RESTAURANT);48.870746, 2.333908;11.0;RESTAURANT;SA C/O GROUPE FLO SCE COMPTABILITE FOURNISSEURS 
5250;14047;51 516 001 003;75002;25 RUE LOUIS LE GRAND;B;TERRASSE OUVERTE;1.0;12.0;SA C/O GROUPE FLO SCE COMPTABILITE FOURNISSEURS (RESTAURANT);48.870541, 2.334035;12.0;RESTAURANT;SA C/O GROUPE FLO SCE COMPTABILITE FOURNISSEURS 
5251;14048;51 517 012 002;75002;12 RUE DES CAPUCINES;A;TERRASSE OUVERTE;0.6;3.1;SARL CLUB SANDWICH  (RESTAURATION RAPIDE - SNACK);48.86901, 2.329342;1.86;RESTAURATION RAPIDE - SNACK;SARL CLUB SANDWICH  
5252;14049;52 540 008 002;75002;8 RUE DANIELLE CASANOVA;A;TERRASSE OUVERTE;1.2;6.2;SAS EXKI, NATURAL, FRESH & READY  (RESTAURATION RAPIDE - SNACK);48.867762, 2.332856;7.44;RESTAURATION RAPIDE - SNACK;SAS EXKI, NATURAL, FRESH & READY  
5253;14052;54 687 023 007;75002;23 BOULEVARD DES ITALIENS;A;TERRASSE FERMEE;2.57;4.72;SARL MOUTARDE ITALIENS  (RESTAURANT);48.871223, 2.335809;12.1304;RESTAURANT;SARL MOUTARDE ITALIENS  
5254;14053;54 687 025 006;75002;25 BOULEVARD DES ITALIENS;A;TERRASSE FERMEE;2.44;6.32;SARL JBA OPERA  (RESTAURANT);48.871045, 2.335654;15.4208;RESTAURANT;SARL JBA OPERA  
5255;14054;54 687 027 004;75002;27 BOULEVARD DES ITALIENS;A;TERRASSE FERMEE;2.1;10.36;SARL SUSHI EUROPE  (RESTAURANT);48.871012, 2.335426;21.756;RESTAURANT;SARL SUSHI EUROPE  
5256;14055;54 687 029 006;75002;29 BOULEVARD DES ITALIENS;A;TERRASSE FERMEE;2.5;7.92;SARL  NOURA OPERA  (RESTAURANT);48.87095, 2.33507;19.8;RESTAURANT;SARL  NOURA OPERA  
5257;14056;56 372 003 002;75002;3 RUE MONSIGNY;A;TERRASSE OUVERTE;0.6;4.0;SAS OLD JAWAD  (RESTAURANT);48.868876, 2.335462;2.4;RESTAURANT;SAS OLD JAWAD  
5258;14062;66 441 011 004;75002;11 BOULEVARD MONTMARTRE;A;TERRASSE OUVERTE;3.54;3.6;SARL ALMORIBA  (RESTAURANT);48.871508, 2.341908;12.744;RESTAURANT;SARL ALMORIBA  
5259;14063;66 441 015 005;75002;15 BOULEVARD MONTMARTRE;A;TERRASSE FERMEE;2.59;4.83;SARL ROMIT  (RESTAURANT);48.871612, 2.341273;12.5097;RESTAURANT;SARL ROMIT  
5260;14069;67 940 002 002;75002;Pan coupé 2 RUE DU QUATRE SEPTEMBRE / 27 RUE VIVIENNE;A;TERRASSE OUVERTE;1.1;3.4;SAS MORI  (RESTAURANT);48.869066, 2.339816;3.74;RESTAURANT;SAS MORI  
5261;14070;67 940 002 002;75002;2 RUE DU QUATRE SEPTEMBRE;A;TERRASSE OUVERTE;0.9;3.8;SAS MORI  (RESTAURANT);48.869066, 2.339816;3.42;RESTAURANT;SAS MORI  
5262;14074;69 859 029 003;75002;29 RUE VIVIENNE;A;TERRASSE FERMEE;1.2;15.5;SA C/O GROUPE FLO SCE COMPTABILITE FOURNISSEURS (RESTAURANT);48.869224, 2.340162;18.6;RESTAURANT;SA C/O GROUPE FLO SCE COMPTABILITE FOURNISSEURS 
5263;14081;75 509 038 002;75002;38 RUE LEOPOLD BELLAN;A;TERRASSE OUVERTE;2.1;9.55;SARL DELIGHT  (RESTAURANT);48.866745, 2.344489;20.055;RESTAURANT;SARL DELIGHT  
5264;14093;76 781 044 002;75002;44 RUE NOTRE DAME DES VICTOIRES;A;TERRASSE OUVERTE;0.7;11.9;SARL LE PETIT CARUSO  (RESTAURANT);48.869125, 2.342246;8.33;RESTAURANT;SARL LE PETIT CARUSO  
5265;14103;665 878 188 002;75017;188 BOULEVARDS MALESHERBES;A;TERRASSE OUVERTE;2.3;6.2;M ALVES  (BAR RESTAURANT);48.888531, 2.304582;14.26;BAR RESTAURANT;M ALVES  
5266;14105;665 878 198 002;75017;198 BOULEVARD MALESHERBES;A;TERRASSE OUVERTE;0.8;4.7;SARL LA RUCOLA  (RESTAURANT);48.889381, 2.304167;3.76;RESTAURANT;SARL LA RUCOLA  
5267;14110;665 971 005 004;75017;5 PLACE DU MARECHAL JUIN;A;TERRASSE FERMEE;2.4;9.39;SARL CAFE PEREIRE (LA PLACE)  (BAR RESTAURANT);48.884359, 2.297439;22.536;LA PLACE;SARL CAFE PEREIRE   (BAR RESTAURANT)
5268;14114;665 971 010 002;75017;171 RUE DE COURCELLES;B;TERRASSE OUVERTE;0.6;10.0;SAS BLS  (RESTAURANT);48.885346, 2.296801;6.0;RESTAURANT;SAS BLS  
5269;14115;666 714 095 002;75017;95 AVENUE NIEL;A;TERRASSE FERMEE;2.57;5.6;SARL PALACE DE CHINE  (RESTAURANT);48.884261, 2.297006;14.392;RESTAURANT;SARL PALACE DE CHINE  
5270;14117;667 208 034 004;75017;34 BOULEVARD PEREIRE;A;TERRASSE OUVERTE;2.0;14.25;SARL ANGELIQUE  (HOTEL RESTAURANT);48.887892, 2.306684;28.5;HOTEL RESTAURANT;SARL ANGELIQUE  
5271;14118;667 208 042 003;75017;42 BOULEVARD PEREIRE;A;TERRASSE FERMEE;1.65;6.9;SARL PROTEA  (RESTAURANT);48.887783, 2.306183;11.385;RESTAURANT;SARL PROTEA  
5272;14122;667 208 116 002;75017;116 BOULEVARD PEREIRE;A;TERRASSE OUVERTE;0.6;9.97;SARL VERBLIN  (RESTAURANT);48.885675, 2.297874;5.982;RESTAURANT;SARL VERBLIN  
5273;14123;667 384 086 003;75017;86 RUE PIERRE DEMOURS;A;TERRASSE OUVERTE;0.6;2.9;SARL HUA LIAN  (RESTAURATION RAPIDE - SNACK);48.883021, 2.298467;1.74;RESTAURATION RAPIDE - SNACK;SARL HUA LIAN  
5274;14124;667 384 088 003;75017;88 RUE PIERRE DEMOURS;A;TERRASSE OUVERTE;0.6;4.0;EURL L HERMITAGE DEMOURS  (RESTAURATION RAPIDE - SNACK);48.883093, 2.298622;2.4;RESTAURATION RAPIDE - SNACK;EURL L HERMITAGE DEMOURS  
5275;14125;667 384 088 006;75017;88 RUE PIERRE DEMOURS;A;TERRASSE OUVERTE;0.6;6.35;SARL L AS DU ROTI  (RESTAURANT);48.883093, 2.298622;3.81;RESTAURANT;SARL L AS DU ROTI  
5276;14127;667 830 048 002;75017;48 RUE DE PRONY;A;TERRASSE OUVERTE;1.3;7.5;SARL BRASSERIE DE PRONY  (RESTAURANT);48.882282, 2.304443;9.75;RESTAURANT;SARL BRASSERIE DE PRONY  
5277;14128;667 830 048 002;75017;35 RUE CARDINET;C;TERRASSE OUVERTE;1.0;2.0;SARL BRASSERIE DE PRONY  (RESTAURANT);48.88227, 2.304626;2.0;RESTAURANT;SARL BRASSERIE DE PRONY  
5278;14130;667 830 073 004;75017;73 RUE DE PRONY;A;TERRASSE OUVERTE;0.6;6.7;SARL PARIS 17 CAFE  (BAR RESTAURANT);48.883271, 2.301821;4.02;BAR RESTAURANT;SARL PARIS 17 CAFE  
5279;14133;423 658 022 003;75011;22 BOULEVARD DES FILLES DU CALVAIRE;A;TERRASSE FERMEE;3.0;6.3;SARL SUSHI OISHI  (RESTAURANT);48.86212, 2.367245;18.9;RESTAURANT;SARL SUSHI OISHI  
5280;14134;423 716 049 005;75011;49 RUE DE LA FOLIE MERICOURT;A;TERRASSE OUVERTE;0.6;4.2;SARL SIMPL  (RESTAURATION RAPIDE - SNACK);48.86413, 2.371693;2.52;RESTAURATION RAPIDE - SNACK;SARL SIMPL  
5281;14135;425 142 007 002;75011;7 RUE LACHARRIERE;A;TERRASSE OUVERTE;0.6;6.2;SARL ALLAINLE  (RESTAURATION RAPIDE - SNACK);48.862049, 2.378048;3.72;RESTAURATION RAPIDE - SNACK;SARL ALLAINLE  
5282;14142;426 802 126 002;75011;126 RUE OBERKAMPF;A;TERRASSE OUVERTE;0.8;6.8;EURL LES NOUVEAUX RESTOS CONCERTS N R C (RESTAURANT);48.866192, 2.379971;5.44;RESTAURANT;EURL LES NOUVEAUX RESTOS CONCERTS N R C 
5283;14144;426 991 030 004;75011;30 AVENUE PARMENTIER;A;TERRASSE OUVERTE;0.7;3.1;SARL 3S GT KHELOUFI NAIMA (BAR RESTAURANT);48.860834, 2.378391;2.17;BAR RESTAURANT;SARL 3S GT KHELOUFI NAIMA 
5284;14147;428 146 056 002;75011;56 AVENUE DE LA REPUBLIQUE;A;TERRASSE FERMEE;1.8;13.87;SARL LPE  (RESTAURANT);48.864869, 2.375847;24.966;RESTAURANT;SARL LPE  
5285;14149;428 146 122 003;75011;122 AVENUE DE LA REPUBLIQUE;A;TERRASSE OUVERTE;1.8;9.2;M ZHENG  (RESTAURATION RAPIDE - SNACK);48.863075, 2.385297;16.56;RESTAURATION RAPIDE - SNACK;M ZHENG  
5286;14150;428 197 064 002;75011;64 BOULEVARD RICHARD LENOIR;A;TERRASSE OUVERTE;0.8;8.5;M ADANE  (HOTEL RESTAURANT);48.860192, 2.372764;6.8;HOTEL RESTAURANT;M ADANE  
5287;14153;428 758 024 004;75011;24 RUE SAINT AMBROISE;A;TERRASSE OUVERTE;0.6;5.3;SAS SQUARE GARDETTE  (BAR RESTAURANT);48.862641, 2.378573;3.18;BAR RESTAURANT;SAS SQUARE GARDETTE  
5288;14160;429 872 049 002;75011;88 BOULEVARD VOLTAIRE;B;TERRASSE FERMEE;1.2;5.8;SARL DEUX FRERES  (RESTAURANT);48.860467, 2.375281;6.96;RESTAURANT;SARL DEUX FRERES  
5289;14161;429 872 060 003;75011;60 BOULEVARD VOLTAIRE;A;TERRASSE OUVERTE;0.8;3.25;SARL EAST SIDE BURGERS  (RESTAURATION RAPIDE - SNACK);48.861825, 2.373039;2.6;RESTAURATION RAPIDE - SNACK;SARL EAST SIDE BURGERS  
5290;14164;430 274 039 004;75011;Pan coupé 39 RUE AMELOT / 2 RUE DU CHEMIN VERT;B;TERRASSE OUVERTE;0.9;1.5;SARL NISSAN  (RESTAURANT);48.856971, 2.368627;1.35;RESTAURANT;SARL NISSAN  
5291;14166;430 697 012 002;75011;12 PLACE DE LA BASTILLE;A;TERRASSE OUVERTE;3.35;4.2;SARL VICTOR  (RESTAURANT);48.853715, 2.37009;14.07;RESTAURANT;SARL VICTOR  
5292;14171;431 891 011 003;75011;11 RUE DE CHARONNE;A;TERRASSE OUVERTE;0.8;4.5;SARL DK  (RESTAURANT);48.852675, 2.374272;3.6;RESTAURANT;SARL DK  
5293;14172;431 891 011 003;75011;11 RUE DE CHARONNE;A;TERRASSE OUVERTE;0.9;9.0;SARL DK  (RESTAURANT);48.852675, 2.374272;8.1;RESTAURANT;SARL DK  
5294;14180;432 598 015 002;75011;15 RUE DAVAL;A;TERRASSE OUVERTE;0.6;3.3;SARL CWJ ET ASSOCIES  (RESTAURANT);48.854899, 2.370805;1.98;RESTAURANT;SARL CWJ ET ASSOCIES  
5295;14181;433 886 005 002;75011;18 RUE BOULLE;B;TERRASSE OUVERTE;0.6;3.0;SARL PATACLE  (RESTAURANT);48.856777, 2.372988;1.8;RESTAURANT;SARL PATACLE  
5296;14182;433 886 008 002;75011;8 RUE FROMENT;A;TERRASSE OUVERTE;0.6;10.8;EURL LUVIJU  (BAR RESTAURANT);48.857118, 2.372975;6.48;BAR RESTAURANT;EURL LUVIJU  
5297;14183;435 271 027 002;75011;27 RUE DE LAPPE;A;TERRASSE OUVERTE;0.9;4.0;M ARAB  (BAR RESTAURANT);48.85361, 2.373027;3.6;BAR RESTAURANT;M ARAB  
5298;14187;435 486 047 003;75011;47 RUE LEON FROT;A;TERRASSE OUVERTE;0.6;6.0;SARL ESTELLE  (RESTAURATION RAPIDE - SNACK);48.855775, 2.386292;3.6;RESTAURATION RAPIDE - SNACK;SARL ESTELLE  
5299;14191;435 843 001 004;75011;10 RUE DE LA VACQUERIE;B;TERRASSE OUVERTE;0.6;14.0;SARL LE HUIT ET DEMI  (RESTAURANT);48.858104, 2.385162;8.4;RESTAURANT;SARL LE HUIT ET DEMI  
5300;14196;436 438 008 002;75011;8 RUE DE MONT LOUIS;A;TERRASSE OUVERTE;0.7;1.85;SARL PAN COOKER  (RESTAURANT);48.858196, 2.388589;1.295;RESTAURANT;SARL PAN COOKER  
5301;14197;437 020 003 002;75011;3 RUE DU PASTEUR WAGNER;A;TERRASSE OUVERTE;0.9;8.0;SARL CARLA  (BAR RESTAURANT);48.855969, 2.369003;7.2;BAR RESTAURANT;SARL CARLA  
